"","X","acc","comptimes","archs"
"1",1,0.226597381879397,50.75,"multiMLP_L4_N16_D0.1_CV1"
"2",2,-0.023516927258638,52.6899999999999,"multiMLP_L4_N64_D0.1_CV1"
"3",3,-0.0559542506816991,52.3299999999999,"multiMLP_L4_N16_D0.3_CV1"
"4",4,0.0534513466289389,51.79,"multiMLP_L4_N64_D0.3_CV1"
"5",5,0.168247832633036,49.92,"multiMLP_L4_N16_D0.3_CV1"
"6",6,0.00227998523061472,49.88,"multiMLP_L8_N64_D0.1_CV1"
"7",7,0.0862464167335627,48.3099999999999,"multiMLP_L8_N16_D0.3_CV1"
"8",8,-0.0758933121412937,49.5599999999999,"multiMLP_L4_N16_D0.1_CV1"
"9",9,-0.127683283471889,52.8300000000002,"multiMLP_L4_N64_D0.1_CV1"
"10",10,-0.0142927200233347,51.75,"multiMLP_L4_N64_D0.3_CV1"
"11",1,0.0322911845559381,82.9200000000001,"multiMLP_L4_N16_D0.1_CV1"
"12",2,0.0232391445926456,91.51,"multiMLP_L8_N64_D0.3_CV1"
"13",3,-0.11680361101338,85.6000000000001,"multiMLP_L8_N64_D0.1_CV1"
"14",4,0.00389511697509751,81.8799999999999,"multiMLP_L8_N64_D0.1_CV1"
"15",5,-0.010500393753119,84.3699999999999,"multiMLP_L8_N64_D0.3_CV1"
"16",6,-0.141414419300075,81.5799999999999,"multiMLP_L8_N64_D0.1_CV1"
"17",7,-0.0397890810793346,80.9100000000001,"multiMLP_L8_N16_D0.3_CV1"
"18",8,0.144390695984932,87.6900000000001,"multiMLP_L4_N16_D0.1_CV1"
"19",9,0.148331543654544,84.1299999999999,"multiMLP_L8_N64_D0.1_CV1"
"20",10,-0.232085222838939,85.8299999999999,"multiMLP_L8_N16_D0.3_CV1"
