"","X","acc","comptimes"
"1",1,0.501626303291944,569.814999999999
"2",2,0.529870014753191,566.171999999999
"3",3,0.524742035050947,570.299000000003
"4",4,0.606573820933188,578.183000000001
"5",1,0.475554953631364,573.842999999997
"6",2,0.368969445891757,566.657999999999
"7",3,0.635528739971235,566.644
"8",4,0.492723645982132,571.056
"9",1,0.53653545223993,563.691999999999
"10",2,0.518459867982688,562.899000000001
"11",3,0.502512457408161,563.013999999999
"12",4,0.501221608940874,564.319000000003
"13",1,0.426636392935672,563.073
"14",2,0.391455067347455,566.035
"15",3,0.465782267943056,565.130000000001
"16",4,0.467263177048289,565.626
"17",1,0.590570121128833,564.567999999999
"18",2,0.57683082518529,567.511999999999
"19",3,0.624213319131651,566.078999999998
"20",4,0.501262390070435,563.877
