"","X","acc","comptimes","pen"
"1",1,0.502571602201482,93.0259999999998,0.745202395049149
"2",2,0.456292934184823,94.0020000000004,0.756098058172172
"3",3,0.537948323166141,95.652,0.745261718470107
"4",4,0.344707900247789,93.5169999999998,0.749024711714827
"5",5,0.411778814652371,91.5400000000009,0.742248368110474
"6",6,0.307966359796552,89.5169999999998,0.750086592770899
"7",7,0.55541546922227,93.3689999999988,0.754668461236398
"8",8,0.372476978155387,100.171000000002,0.755516663786456
"9",9,0.301883778795117,94.8950000000004,0.748615743039517
"10",10,0.336595922111181,97.6569999999992,0.751855069051984
"11",11,0.494730224354751,109.738000000001,0.757441489041794
"12",12,0.281723172707272,105.695,0.757805482499556
"13",13,0.4166694097622,103.670999999998,0.750653926513445
"14",14,0.27978846257899,100.792000000001,0.754861375694426
"15",15,0.414779798121822,108.667000000001,0.750968533282372
"16",16,0.44073622962408,104.166000000001,0.756245624053807
"17",17,0.494801137505507,104.016,0.741270025041378
"18",18,0.528008068346202,103.342999999997,0.754816953982518
"19",19,0.479557156209589,101.355,0.75631678096441
"20",20,0.476719874389786,98.5689999999995,0.74900365267878
"21",21,0.440316194180518,105.073,0.755911777142888
"22",22,0.633723232653736,103.432000000001,0.749346257716482
"23",23,0.486461138697128,100.275000000001,0.745097484651513
"24",24,0.420629515074425,107.921000000002,0.748133762592133
"25",25,0.278585003892654,103.243999999999,0.753787836212672
"26",26,0.313027782397799,99.4110000000001,0.756450461533125
"27",27,0.551555874272744,128.743000000002,0.738509093704138
"28",28,0.420988028024448,109.170000000002,0.75223779931382
"29",29,0.531574402462007,105.754000000001,0.75320855093465
"30",30,0.530099254600864,101.827000000001,0.751982200607181
"31",31,0.605075223060368,102.457000000002,0.752466173314104
"32",32,0.48460494663124,101.206999999999,0.747656455705233
"33",33,0.441499591438385,106.651000000002,0.745437559636251
"34",34,0.37952146688346,105.042999999998,0.748528045782326
"35",35,0.427855934541395,99.5339999999997,0.742895229180998
"36",36,0.439875610007049,107.427,0.75038577535845
"37",37,0.420643571461795,104.837,0.750241666950894
"38",38,0.496184663898448,107.879000000001,0.741454777077317
"39",39,0.430353539799118,104.186000000002,0.749740543531354
