"","X","acc","comptimes","archs"
"1",1,0.0523810078674334,55.95,"multiMLP_L4_N16_D0.3_CV1"
"2",2,0.0164251433797936,50.55,"multiMLP_L4_N16_D0.1_CV1"
"3",3,0.0738869407708235,50.48,"multiMLP_L4_N16_D0.1_CV1"
"4",4,0.0714598518942549,51.96,"multiMLP_L8_N16_D0.3_CV1"
"5",5,-0.0293034760559202,49.14,"multiMLP_L4_N64_D0.1_CV1"
"6",6,-0.0397953904786666,51.74,"multiMLP_L8_N64_D0.3_CV1"
"7",7,-0.0771533259194083,49.89,"multiMLP_L8_N64_D0.3_CV1"
"8",8,-0.0224955499461898,48.34,"multiMLP_L8_N16_D0.1_CV1"
"9",9,-0.142191326600563,49.62,"multiMLP_L8_N16_D0.3_CV1"
"10",10,-0.179388976317176,52.51,"multiMLP_L8_N64_D0.3_CV1"
"11",1,-0.0523927678313882,88.47,"multiMLP_L4_N64_D0.1_CV1"
"12",2,-0.13199996140017,86.59,"multiMLP_L8_N16_D0.1_CV1"
"13",3,-0.0481931724448371,89.22,"multiMLP_L4_N64_D0.1_CV1"
"14",4,-0.0738893960006726,84.34,"multiMLP_L8_N64_D0.1_CV1"
"15",5,0.07629241233058,90,"multiMLP_L8_N64_D0.1_CV1"
"16",6,0.0738554271722451,86.5600000000001,"multiMLP_L8_N16_D0.3_CV1"
"17",7,0.0467809392443145,85.47,"multiMLP_L4_N16_D0.1_CV1"
"18",8,0.15238443376596,83.76,"multiMLP_L4_N16_D0.1_CV1"
"19",9,-0.0459069030036502,91.38,"multiMLP_L8_N64_D0.3_CV1"
"20",10,-0.0481520849121079,83.39,"multiMLP_L8_N16_D0.3_CV1"
