"","X","acc","comptimes","archs"
"1",1,-0.122916722201084,48.47,"multiMLP_L8_N64_D0.1_CV1"
"2",2,-0.0706682029995832,48.8600000000001,"multiMLP_L8_N16_D0.3_CV1"
"3",3,0.171203613777906,48.72,"multiMLP_L4_N16_D0.3_CV1"
"4",4,-0.0118441997551635,51.47,"multiMLP_L4_N16_D0.1_CV1"
"5",5,-0.0659492530306247,46.3900000000001,"multiMLP_L4_N16_D0.1_CV1"
"6",6,-0.0225481818376134,49.8899999999999,"multiMLP_L8_N64_D0.1_CV1"
"7",7,0.0149953127687235,53.6400000000001,"multiMLP_L8_N64_D0.3_CV1"
"8",8,0.038805187168483,47.97,"multiMLP_L8_N64_D0.3_CV1"
"9",9,-0.0269219277868407,47.73,"multiMLP_L4_N64_D0.3_CV1"
"10",10,0.0180523555389796,47.78,"multiMLP_L8_N16_D0.3_CV1"
"11",1,0.0226244139201214,82.0899999999999,"multiMLP_L8_N16_D0.3_CV1"
"12",2,-0.155070542475489,82.0599999999999,"multiMLP_L8_N16_D0.1_CV1"
"13",3,0.112682910060883,90,"multiMLP_L8_N16_D0.3_CV1"
"14",4,0.0217380252587444,83.1199999999999,"multiMLP_L8_N16_D0.3_CV1"
"15",5,0.0823135987229413,85.6700000000001,"multiMLP_L4_N16_D0.1_CV1"
"16",6,-0.087542928427084,83.7199999999998,"multiMLP_L4_N64_D0.3_CV1"
"17",7,0.397555490835886,95.23,"multiMLP_L4_N64_D0.1_CV1"
"18",8,-0.0268699279007915,83.5999999999999,"multiMLP_L8_N16_D0.3_CV1"
"19",9,-0.0857895154260041,87.25,"multiMLP_L8_N16_D0.1_CV1"
"20",10,0.101365573499666,82.5900000000001,"multiMLP_L8_N64_D0.1_CV1"
