"","X","acc","comptimes","archs"
"1",1,0.235238184491172,49.3599999999997,"multiMLP_L4_N64_D0.1_CV1"
"2",2,0.102410827195793,48.4400000000005,"multiMLP_L4_N16_D0.1_CV1"
"3",3,-0.0270411786777971,49.1499999999996,"multiMLP_L4_N64_D0.3_CV1"
"4",4,-0.0671074895736019,48.8899999999994,"multiMLP_L8_N16_D0.1_CV1"
"5",5,-0.10129195949895,47.8500000000004,"multiMLP_L4_N64_D0.1_CV1"
"6",6,-0.0568641109856829,49.3300000000008,"multiMLP_L4_N64_D0.3_CV1"
"7",7,-0.137845383960085,48.1700000000001,"multiMLP_L4_N16_D0.1_CV1"
"8",8,-0.111837595023741,47.6999999999998,"multiMLP_L8_N64_D0.3_CV1"
"9",9,0.00742319995273533,48.5800000000008,"multiMLP_L4_N16_D0.3_CV1"
"10",10,0.234567074199485,48.9099999999999,"multiMLP_L4_N16_D0.3_CV1"
"11",1,-0.0553244769452339,50.2900000000009,"multiMLP_L4_N16_D0.3_CV1"
"12",2,0.0250745215027226,50.8100000000013,"multiMLP_L4_N16_D0.3_CV1"
"13",3,0.106930397664152,50.8799999999992,"multiMLP_L8_N64_D0.1_CV1"
"14",4,-0.274920584763117,50.1800000000003,"multiMLP_L4_N64_D0.1_CV1"
"15",5,-0.00870514685683849,50.2399999999998,"multiMLP_L4_N64_D0.3_CV1"
"16",6,0.0560970634031285,48.9799999999996,"multiMLP_L8_N16_D0.1_CV1"
"17",7,0.107253292968883,50.3500000000004,"multiMLP_L4_N64_D0.1_CV1"
"18",8,-0.0293825260537289,50.1499999999996,"multiMLP_L4_N64_D0.1_CV1"
"19",9,0.240719969918016,53.1399999999994,"multiMLP_L4_N64_D0.1_CV1"
"20",10,0.111339253518804,48.3099999999995,"multiMLP_L4_N64_D0.3_CV1"
