"","X","acc","comptimes","archs"
"1",1,0.225584392647302,59.2299999999996,"multiMLP_L8_N64_D0.1_CV2"
"2",2,0.251447035593534,57.7000000000007,"multiMLP_L8_N64_D0.1_CV2"
"3",3,0.235633534555946,60.4699999999975,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.146868019475046,60.2999999999993,"multiMLP_L8_N64_D0.1_CV2"
"5",5,0.238044288376427,60.0699999999997,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.111952023804599,60.3400000000001,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.246828095600725,59.7200000000012,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.0689323564606154,57.5,"multiMLP_L4_N64_D0.1_CV2"
"9",9,0.125862244696227,61.1399999999994,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.171695939408933,60.119999999999,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.152490793014867,58.5,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.215999878871714,57.7700000000004,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.0718124821887941,56.9700000000012,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.215514310649098,58.3100000000013,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.0909919925296321,57.8100000000013,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.20667473750329,56.9399999999987,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.186318237308028,56.8899999999994,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.246522107861842,57.6599999999999,"multiMLP_L4_N64_D0.1_CV2"
"19",9,0.265720768008107,58.0299999999988,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.205650091813956,60.2200000000012,"multiMLP_L8_N64_D0.1_CV2"
