"","X","acc","comptimes"
"1",1,0.643911859370775,564.486000000001
"2",2,0.530247021570001,566.511
"3",3,0.659240235978315,569.048999999999
"4",4,0.512874114979368,567.263999999999
"5",1,0.528206479421223,573.314999999999
"6",2,0.444653461497918,574.466999999999
"7",3,0.627279776062805,572.195
"8",4,0.560010513650301,566.785
"9",1,0.472845277363442,576.697
"10",2,0.635363374832457,568.492
"11",3,0.64720993240783,570.892
"12",4,0.563591401043086,569.329
"13",1,0.60214159422683,570.668
"14",2,0.487573956648511,569.331
"15",3,0.558408220067749,569.229000000001
"16",4,0.546267323163204,571.914999999999
"17",1,0.662302414746149,570.166000000001
"18",2,0.570730076178996,568.235000000001
"19",3,0.513239490543728,570.325000000001
"20",4,0.63694419406799,568.654999999999
