"","X","acc","comptimes"
"1",1,0.627209939551719,385.904000000002
"2",2,0.598943259172165,391.595000000001
"3",3,0.488489834044778,401.716
"4",4,0.614321781299233,405.044999999998
"5",1,0.633088378262885,388.975999999995
"6",2,0.630113215501859,403.913
"7",3,0.688186678573354,408.042000000001
"8",4,0.620576582959631,396.301999999996
"9",1,0.67117260995986,383.980000000003
"10",2,0.712814863213183,385.750999999997
"11",3,0.729926790432281,397.938999999998
"12",4,0.60136582614482,403.650999999998
"13",1,0.598721806729729,390.788
"14",2,0.578864986217854,398.099000000002
"15",3,0.50463344554237,407.450000000004
"16",4,0.571625071084912,400.813999999998
"17",1,0.584346036751944,326.089
"18",2,0.610994723996327,325.356
"19",3,0.566870037815859,330.589999999997
"20",4,0.600675930034899,325.374000000003
