"","X","acc","comptimes"
"1",1,0.667577312896538,562.562999999995
"2",2,0.790928128544324,560.294999999998
"3",3,0.640330767970056,564.216
"4",4,0.771603293134694,559.349000000002
"5",1,0.660884267665391,580.692999999999
"6",2,0.700863830341284,575.808999999994
"7",3,0.850303805302744,561.03899999999
"8",4,0.790512020873648,573.62000000001
"9",1,0.809359104136627,563.422999999995
"10",2,0.718939087600604,564.659
"11",3,0.863438358888917,573.920999999988
"12",4,0.728961629103711,558.437000000005
"13",1,0.693376371935835,577.572
"14",2,0.805787436748546,573.970000000001
"15",3,0.816709612177787,581.312999999995
"16",4,0.726436253162149,576.554000000004
"17",1,0.668919922236364,451.364000000001
"18",2,0.860548811218209,443.75
"19",3,0.86758217039712,450.495999999999
"20",4,0.870646046480824,449.634999999995
