"","acc","acc.RC","penG","penE","subset","comptimes"
"1",0.455002231228404,0.44773359905599,0.00307684712510182,6.47409586147421e-09,"F1-F2",2.653
"2",0.356802882486173,0.393759956691636,0.0030323377429354,6.47409586147421e-09,"F1-F3",1.446
"3",0.38260761378648,0.390275452623079,0.00275455560226925,6.47409586147421e-09,"F1-F2-F3-F4",1.731
"4",0.339813929319987,0.283384848795194,0.00271590032584489,1.85121691873053e-08,"F1-F2-F3-F4",1.473
"5",0.325672867718237,0.295738560871455,0.00266263437163973,6.47409586147421e-09,"F1-F2-F3-F4",1.257
"6",0.372861033966234,0.342717692331601,0.0047000470310148,2.34792231944407e-08,"F1-F2",1.192
"7",0.359426439255301,0.403951487416158,0.00322260171637105,6.47409586147421e-09,"F1-F2-F3",1.403
"8",0.345057952975218,0.384078096336264,0.00348143471735502,6.47409586147421e-09,"F1-F2-F3",1.282
"9",0.467035554589877,0.475807348600655,0.0035408592653683,6.47409586147421e-09,"F1-F2-F4",1.75
"10",0.490819073694303,0.401854522943959,0.00248611207899615,2.34792231944407e-08,"F1-F3",1.294
"11",0.346009497652549,0.435469856626059,0.00339115338588045,6.47409586147421e-09,"F1-F3",1.243
"12",0.369568482739214,0.396841585661813,0.00386617373586115,6.47409586147421e-09,"F1-F3-F4",1.38900000000001
"13",0.357839471155476,0.306695781762809,0.0028382744538899,1.85121691873053e-08,"F1-F3",1.59999999999999
"14",0.376270199948106,0.404716903032993,0.00295996746485702,6.47409586147421e-09,"F1-F3",1.62400000000001
"15",0.4186746076041,0.369899303587734,0.00277446359360254,1.14411497632432e-08,"F1-F3",1.53800000000001
"16",0.377583257761957,0.519172015358814,0.00351455194417952,6.47409586147421e-09,"F1-F2-F4",1.477
"17",0.456302453828261,0.454219670143935,0.00367774244008785,6.47409586147421e-09,"F1-F2-F3",1.434
"18",0.388361608702704,0.321230282356031,0.00393458948525313,6.47409586147421e-09,"F1-F3-F4",1.488
"19",0.387926918682997,0.36994213259961,0.00384493041429807,6.47409586147421e-09,"F1-F2-F3",1.54599999999999
"20",0.34157267822859,0.318537627855204,0.00434648270315428,6.47409586147421e-09,"F1-F2-F3",1.55
"21",0.416173771815581,0.36614025091153,0.00349551895647375,1.14411497632432e-08,"F3",1.285
"22",0.45927885607744,0.377000203060375,0.00286278268724524,3.65258268938247e-08,"F1-F3",1.43899999999999
"23",0.379574521845944,0.2818318616393,0.00475291414038284,2.34792231944407e-08,"F1-F2-F4",1.43799999999999
"24",0.278032818975687,0.31871644274537,0.00307847372531375,6.47409586147421e-09,"F1-F2-F3",1.50200000000001
"25",0.451011497240988,0.43139001462942,0.00335108120862295,6.47409586147421e-09,"F1-F2",1.429
"26",0.474854599501523,0.425130793630196,0.00390736062917019,6.47409586147421e-09,"F2",1.41499999999999
"27",0.366318205797711,0.396429907471005,0.00249632170089265,1.85121691873053e-08,"F1-F3",1.386
"28",0.457702282047857,0.371855424503672,0.00433380630564752,6.47409586147421e-09,"F1-F3",1.37700000000001
"29",0.437828992376704,0.447067404018839,0.00200880858171592,1.14411497632432e-08,"F1-F2-F4",1.529
"30",0.458973182663801,0.409566603004049,0.00263340817538109,6.47409586147421e-09,"F1-F2",1.26999999999998
"31",0.453208024335934,0.45393373116632,0.00245849779334491,6.47409586147421e-09,"F1-F2",1.31399999999999
"32",0.400965374185621,0.367425750170405,0.00502095490141577,6.47409586147421e-09,"F1-F3",1.447
"33",0.394384207778822,0.341690068195547,0.00349515526171967,6.47409586147421e-09,"F1-F3",1.44499999999999
"34",0.405453517336575,0.414290995805149,0.00286560372057799,2.99533189505485e-08,"F1-F3",1.53700000000001
"35",0.335542283479127,0.324746406031452,0.00321753184583907,6.47409586147421e-09,"F1-F3",1.64499999999998
"36",0.424927670911749,0.374442524647005,0.00264997084366343,1.85121691873053e-08,"F1-F2-F3-F4",2.02199999999999
"37",0.445624631596944,0.347565038123171,0.00205861102840603,6.47409586147421e-09,"F3",1.18000000000001
