"","acc","pen","comptimes"
"1",0.392418400019976,0.00108346426799656,17.185
"2",0.24346017991412,0.00155433237826405,12.869
"3",0.357840854454854,0.00139330598525219,14.591
"4",0.274251662043838,0.00120001403533194,14.704
"5",0.29955158643012,0.000812605174318286,15.093
"6",0.28542359854492,0.000524153496717284,15.294
"7",0.324707454271087,0.00060007342127238,16.351
"8",0.290772045502647,0.000969894091396003,16.345
"9",0.358716929253226,0.00233311725137671,14.942
"10",0.375876845550745,0.000451579766537591,18.749
"11",0.252935550936264,0.00107436795998805,16.786
"12",0.340244005603311,0.000696577219961652,16.319
"13",0.275243303739378,0.000950331767961183,16.343
"14",0.263634516922529,0.000733478847069531,17.224
"15",0.364299892844468,0.00079917889836765,17.097
"16",0.2423378380855,0.000891835624775648,14.513
"17",0.381507214901871,0.000962814480158938,16.071
"18",0.344295577083152,0.00217281757484513,13.434
"19",0.388672486378788,0.00120728816496998,14.558
"20",0.210393547918957,0.000765855146200067,14.914
"21",0.38652939055211,0.00101291181656608,16.635
"22",0.415878462684891,0.000666506085629927,18.768
"23",0.298556154149908,0.00116338597657923,18.737
"24",0.19031596764757,0.000557693618393138,18.031
"25",0.374364422737835,0.000938485568500574,18.637
"26",0.376467973605285,0.00152548882405671,16.464
"27",0.291506102391933,0.000703359298250799,19.182
"28",0.377034566356945,0.000984411050477109,14.588
"29",0.384127337157138,0.000439617338096461,17.404
"30",0.393988968963173,0.000972623761190118,14.352
"31",0.332723738786278,0.00146480795663084,14.672
"32",0.422291933209808,0.00132143513333479,15.315
"33",0.425409206468504,0.00135547406321074,17.21
"34",0.289588933461674,0.000945734442045049,19.406
"35",0.225805769505255,0.00214493627555197,16.355
"36",0.356478405695094,0.000840808337325107,16.616
"37",0.443601735050596,0.000626897795380745,19.614
"38",0.194079304978262,0.00110155382275701,20.561
"39",0.347876340405637,0.00185786993446677,16.399
"40",0.408912714115791,0.00110171123889245,18.813
"41",0.436948055620622,0.000972610684613554,17.624
"42",0.479744421346444,0.00119330953915294,8.91800000000001
"43",0.326338555709517,0.000997274832754699,16.586
"44",0.354426775716769,0.001244389208423,12.62
"45",0.432234391445282,0.00111136747563545,16.655
"46",0.258887644832304,0.00154574860736617,15.883
"47",0.304182297563905,0.000773558287600372,15.742
"48",0.266707889876093,0.000544539521916995,16.576
"49",0.471767472173289,0.00105646754649607,17.181
"50",0.243640540396023,0.000691731426634824,18.162
"51",0.31376650036217,0.000478906012089073,19.519
"52",0.32268629025807,0.00124482735784968,17.983
"53",0.289409842479375,0.00103659822240989,18.241
"54",0.379422804715247,0.000844432911747858,17.989
"55",0.396719933595211,0.00136194035781552,16.817
"56",0.411947908345377,0.00137842921526157,12.759
"57",0.364377839877726,0.000825513287783318,15.957
"58",0.250340753635307,0.00142807220165139,13.242
"59",0.390857353210021,0.000709379187626879,17.291
"60",0.276375140013576,0.00117706479309966,16.835
"61",0.401200383805249,0.00109485723741009,17.786
"62",0.296803981913886,0.00108836556481818,18.475
"63",0.280462570036064,0.00139352461193344,15.27
"64",0.383442314170837,0.00144876867292046,16.852
"65",0.230445573706734,0.001213169655915,17.531
"66",0.367397012621658,0.00142416025773795,17.055
"67",0.342672297458027,0.000793090098160616,16.795
"68",0.322791590780015,0.000656881299642421,18.273
"69",0.32413767378924,0.00119608234374604,16.924
"70",0.33228577670897,0.00125900253992464,13.173
"71",0.24596228266498,0.000861191533489913,15.029
"72",0.367795902549005,0.000750850879047223,13.761
"73",0.362015983864255,0.00102501235147194,16.515
"74",0.32087006226417,0.00147185664533308,14.199
"75",0.357886810360654,0.000670143751201675,15.372
"76",0.286965887760405,0.000764920759972737,17.001
"77",0.321475922709906,0.00113310851498698,17.917
"78",0.299808378433361,0.00102100161428792,17.214
"79",0.267448962957016,0.000699418115131122,16.685
"80",0.282351424984301,0.00156361401184089,16.348
"81",0.205355538108173,0.000626382303405334,19.003
"82",0.298860123972181,0.00120141223689552,16.902
"83",0.274334682362949,0.000902053987288923,16.152
"84",0.396584053152973,0.000523252773611831,15.592
"85",0.362909144807643,0.000746550582768655,15.286
"86",0.275399064070731,0.000836237893264471,14.194
"87",0.41247322868017,0.00181190475697646,15.731
"88",0.389143698009241,0.00035198521209961,16.22
"89",0.323907540299436,0.000681998650268593,16.671
"90",0.32607124521689,0.0010877484308576,18.423
"91",0.277380651377066,0.000848504378892606,15.922
"92",0.307597846323858,0.000732520762815512,16.565
"93",0.235204481617188,0.00096116246942586,18.286
"94",0.287951922050247,0.00248703640014787,17.017
"95",0.415836197948202,0.000719723948603931,16.263
"96",0.370133670348186,0.000686172871454744,18.018
"97",0.239984539415824,0.00110999141030522,17.393
"98",0.31331890590259,0.00111977910427885,15.334
"99",0.43596541893215,0.000884036218176166,15.432
"100",0.257526891985357,0.000715737815472318,13.988
"101",0.157274150132471,0.000893061878099513,14.184
"102",0.329861601801263,0.000855443814033938,14.807
"103",0.3705713495907,0.00110777596968224,16.155
"104",0.398490806718072,0.00103371198428234,14.595
"105",0.267882736122091,0.000984188044441367,18.043
"106",0.335046583601776,0.00129146076812237,17.056
"107",0.324109210189528,0.00105140438176283,17.137
"108",0.317558347464098,0.000590198565483606,16.488
"109",0.302905028982108,0.000615296534317694,18.151
"110",0.36212675186804,0.000802921024446466,17.686
"111",0.32011208320682,0.00181308853788554,17.813
"112",0.289790676815026,0.00146627603406707,15.497
"113",0.276930568158283,0.000602636984653309,16.3
"114",0.354144670431312,0.00147213137609494,12.77
"115",0.366408160398309,0.00094800888388048,16.541
"116",0.258395707408693,0.000881768555854603,15.522
"117",0.453284824538135,0.000965813236862927,16.517
"118",0.446594744727335,0.00100843886916584,16.23
"119",0.305220930612407,0.00189320579693759,15.879
"120",0.363600156810117,0.00193438601412842,16.3
"121",0.289553816846179,0.000701596834463828,17.761
"122",0.318859552423436,0.000951645662111665,17.73
"123",0.306568798433926,0.000751657294520616,16.302
"124",0.269612890309247,0.000361639005120922,20.209
"125",0.405648329335127,0.000861546405480209,16.501
"126",0.287539397789168,0.000757949093976258,15.948
"127",0.358747364472564,0.000602665426647308,18.171
