"","acc","acc.RC","pen","comptimes"
"1",0.236632614837592,0.249089175408301,0.00181304224590624,21.015
"2",0.0826480912985866,0.0337129234487001,0.00211975434809389,22.278
"3",0.0917780118730777,0.0944250671178069,0.00197357157965928,24.231
"4",0.0729841771996299,0.0835563531828325,0.00194966482789775,25.107
"5",0.26509322832893,0.2610869786555,0.00179032624166172,24.516
"6",0.138995670179895,0.182917761444875,0.002033575593148,23.156
"7",0.216689998506471,0.205488696924931,0.00194393474684828,23.855
"8",0.258931110498257,0.276319137353204,0.00214750170258492,24.567
"9",0.106987926165605,0.142767714639632,0.00208199556242462,23.894
"10",0.27243455440694,0.286184217694075,0.002123815594013,25.583
"11",0.2503176318073,0.187930895866576,0.00176724797678527,24.122
"12",0.296122658976365,0.276411417493145,0.00213303509866679,23.983
"13",0.0504995538910189,0.0621998846790605,0.00190984230657815,23.719
"14",0.167953741864399,0.191598193303109,0.00185800170732312,23.4019999999999
"15",0.182890221198327,0.167414068121843,0.00192189584870345,20.311
"16",0.253939509018657,0.224784344469653,0.00207517458037743,22.635
"17",0.162084759416016,0.114425626702526,0.00234358474098122,20.901
"18",0.156245899539457,0.190013712467887,0.00192924771300787,22.228
"19",0.157050140310695,0.163491644944938,0.00184732092783752,22.665
"20",0.407716055298785,0.404207882065452,0.00223976265815058,22.784
"21",0.197404170230145,0.175079786113087,0.00184556875207528,23.554
"22",0.235939459053599,0.234856718731555,0.00183560324565657,23.283
"23",0.241498468843852,0.227327997645534,0.00212139194823647,23.973
"24",0.211037859469416,0.204253126662478,0.00192271362138701,22.198
"25",0.181884341734989,0.174792000831242,0.00204760750542251,22.167
"26",0.085997149501481,0.0549633906221614,0.00184742113226832,23.013
"27",0.195489941763945,0.148517572837374,0.00195336585473518,20.756
"28",0.222932948845963,0.211175673322308,0.00195733474762022,21.466
"29",0.184549454870962,0.173568424008612,0.0018958635596928,20.804
"30",0.218656470680755,0.18842942366892,0.00236881655883781,21.443
"31",0.22897521442814,0.232184413079525,0.0017196192925796,24.009
"32",0.146730897431201,0.187952367735068,0.00194998484537205,24.858
"33",0.0324494480682162,0.0478393092750937,0.0020013562035654,23.533
"34",0.188717313466394,0.165329053456139,0.00198211140478334,25.428
"35",0.251304265847418,0.178994188562277,0.00175705433668796,25.089
"36",0.192922052907529,0.217902928388599,0.00214154052830838,23.245
"37",0.240006828762285,0.247491566439109,0.00239100318539001,23.792
"38",0.0584164466731729,0.0565849180334582,0.00188593149089649,24.041
"39",0.279696181014218,0.325627681245181,0.00209679198391364,24.704
"40",0.136686054744429,0.105727968753925,0.00196410595526692,21.543
"41",0.338271118350594,0.353452028806937,0.00183663021828616,21.916
"42",0.166946053566413,0.143242996182055,0.0016625784860892,22.258
"43",0.261340690717428,0.164420093785223,0.00181112494604418,21.361
"44",0.126084869377053,0.178089037593109,0.00218523029864614,21.6
"45",0.270262897023173,0.315303238099962,0.0024968143994498,24.665
"46",0.241186548031199,0.246866138671341,0.00169119090562136,25.65
"47",0.197968255194771,0.214511756712224,0.00187349579715974,23.743
"48",0.236884203498396,0.178982327854411,0.00184098804705493,22.572
"49",0.0863782974199637,0.105626302880503,0.00222599465137533,23.341
"50",0.188767322958814,0.216156665042167,0.00188126780551618,23.084
"51",0.207607098915229,0.228459229449872,0.00202562226339433,23.197
"52",0.34899012504815,0.299104524005284,0.00203675002429577,22.318
"53",0.098202043787585,0.121429676527446,0.00178645038764777,24.953
"54",0.305610562227992,0.260840434030599,0.00189470899060533,22.14
"55",0.163500657914808,0.162330149627003,0.00173933977363577,21.78
"56",0.188648594227464,0.193111341340652,0.00185862245453034,23.3740000000001
"57",0.122270937134483,0.111288013647289,0.00179756251440695,20.572
"58",0.29629272471514,0.355953870040854,0.0017788608267777,22.464
"59",0.349253287885759,0.511069464394397,0.00173201980343118,25.841
"60",0.383647155634778,0.332339253192912,0.00195102779646546,24.774
"61",0.174934246584676,0.202121674481694,0.00206172469622799,23.775
"62",0.0551299013325242,0.0330532022263488,0.00232202325304409,22.451
"63",0.0609280501359141,0.0790435836564393,0.00183876192918011,22.803
"64",0.0935432016039025,0.0909703728688692,0.00193920026383174,22.119
"65",0.124784453359769,0.183589933863114,0.00216555712488993,22.799
"66",0.152419348405759,0.170955529160799,0.00202372832153017,23.629
"67",0.170788870703107,0.231472461732621,0.00164401288572487,23.669
"68",0.113847748811145,0.0617647559070354,0.00182611080452774,24.111
"69",0.255946191028374,0.288117308147486,0.00207021454491715,19.355
"70",0.098110883745044,0.0767637483517703,0.00203185499383743,20.668
"71",0.0690610667661886,0.0225888158442497,0.00168525964391126,21.121
"72",0.256519360646038,0.26067045552526,0.00207411499125848,21.847
"73",0.204522938337186,0.189417671716271,0.00200041791385399,21.413
"74",0.227423679109172,0.162146005512457,0.00187004269465983,25.021
"75",0.280735873098349,0.235757542260826,0.00176548008429211,26.372
"76",0.156529290302432,0.212816812692159,0.00174595503734311,24.141
"77",0.338893660075457,0.338586159787713,0.00228324477798043,23.498
"78",0.246359794015225,0.200227363232785,0.00193412559476806,22.36
"79",0.232131071561646,0.190381792970854,0.00204285807686061,22.089
"80",0.227539870928736,0.196466898441634,0.00197525654160448,23.097
"81",0.209885593761727,0.227178564880326,0.00200601932854983,21.728
"82",0.273242742413698,0.273868200320947,0.00175812757237567,22.815
"83",0.311582974075915,0.288841629436631,0.00213877181579826,22.161
"84",0.20426197834644,0.201416406163585,0.00187065983158567,23.1059999999999
"85",0.0734644373202139,0.0520756608607443,0.00190644676229599,21.507
"86",0.166540444870002,0.193909854872706,0.00178732935767894,22.195
"87",-3.62375888217591e-05,-0.00027463332353752,0.00199686766953463,21.996
"88",0.239783201260155,0.277864504553064,0.00206639789022091,22.152
"89",0.118377794680331,0.0694208195083556,0.00229862400912437,24.181
"90",0.18715940871574,0.220201012063811,0.00197575331766732,23.492
"91",0.181944777609312,0.155808200981101,0.00167509603024317,22.924
"92",0.147911401332771,0.116943389004816,0.0020229464079714,21.355
"93",0.141604269323568,0.126507502571625,0.00172991008307802,23.764
"94",0.0823938574221409,0.109816505111838,0.00208453034974692,22.748
"95",0.276265315707727,0.301018561806399,0.00203490552858827,22.316
"96",0.0349789440063259,0.0582241892563775,0.00232154419388304,22.071
"97",0.128781403152122,0.0847799081518859,0.00179904587937466,21.752
"98",0.128543677298254,0.107329129793653,0.00206209754189869,19.884
"99",0.27964193295942,0.178519821263937,0.00164695484194399,21.913
"100",0.129467405854119,0.104621951604014,0.00198666532052014,19.475
"101",0.256643772494445,0.231819230603813,0.00223802685337437,21.213
"102",0.393712442547827,0.36909035269241,0.00200349740633561,23.668
"103",0.0652499239813038,0.0604505424004157,0.00199471093496086,21.504
"104",0.222442552180286,0.144109386990639,0.00185222548348901,22.824
"105",0.255851498658196,0.203947070038175,0.00209801459059776,21.991
"106",0.0474607665885618,0.0517942437173838,0.00206235612273935,21.475
"107",0.121650165470147,0.123748135064432,0.00222197122454598,21.56
"108",0.182759091603505,0.165442740123107,0.00180765925476678,22.404
"109",0.180023589823405,0.164924833600902,0.00201191549561943,22.429
"110",0.111590645793685,0.144225448916489,0.00158702198883544,24.491
"111",0.211800574061952,0.153896315358316,0.00205503794119058,21.772
"112",0.0140398923886576,0.0187093021299216,0.00197599619570609,19.897
"113",0.278038706434278,0.280740731751618,0.00213066237238901,22.101
"114",0.107326096851177,0.0830264003506197,0.00189998294096956,21.729
"115",0.170912111265563,0.151336936666426,0.00195800577331243,24.15
"116",0.168639230809969,0.131121209443363,0.00228957297260483,22.496
"117",0.113124008122346,0.0506620704797695,0.00197506859460839,22.985
"118",0.260301003871452,0.319989672061076,0.00155745892054794,28.123
"119",0.22587793567132,0.22740924409009,0.00214854605245738,23.457
"120",0.163127314180227,0.159146067494504,0.00184902987612055,23.395
"121",0.011931160863607,-0.00418892531660612,0.00200494137072058,22.771
"122",0.123890116207393,0.107162880277805,0.0019870967567814,23.008
"123",0.160865373508412,0.215546308979636,0.00201667874247688,22.946
"124",0.404091647237377,0.34674184041742,0.00213586335210006,22.298
"125",0.32239061444878,0.332177030304005,0.00218409032553755,21.217
"126",-0.0192083657976804,-0.0351941960511599,0.00190595140895868,21.277
"127",0.114943809222149,0.1590544153148,0.00174982128974632,20.801
"128",0.157349276602964,0.171226768255107,0.00195623700912644,22.163
"129",0.108183846180113,0.139499401044679,0.00172872914686197,24.426
"130",0.114226820222423,0.0976229523543705,0.00208042281421408,21.402
"131",0.0660058825255702,0.0636209728771162,0.00204522994277075,22.048
"132",0.232120113386334,0.174357878222788,0.00192249085606948,21.676
"133",0.255751444101779,0.194950482740439,0.00195661665498239,21.392
"134",0.202332549171047,0.138250336329022,0.00193068003068283,21.327
"135",0.151868799103971,0.122342515930968,0.00208764619266508,21.684
"136",0.141284684094857,0.102893215348505,0.00210124428368246,23.087
"137",0.315318373790821,0.28339925041387,0.00200591717760477,21.786
"138",0.0555469231995898,-0.0334398345947962,0.00215078528592843,22.361
"139",0.277054201416894,0.308465728535498,0.00209038075895645,21.711
"140",0.29245259754834,0.310478822954487,0.00169441631171839,22.278
"141",0.150764366275694,0.167125601078988,0.00206461690218445,20.03
"142",0.057027183338047,0.0313549834266933,0.00215178072996489,20.364
"143",0.165302528340308,0.14497340366414,0.00180889228416642,23.663
"144",0.139455938323784,0.152821295553464,0.00162705864322405,25.819
"145",0.284231054902426,0.325614262126737,0.00183341625596857,25.377
"146",0.231685052935839,0.224991551221206,0.00184975570007246,25.857
"147",0.122364870499024,0.146583782120927,0.0020550243890606,23.599
"148",0.169464672690889,0.175575532179213,0.00198032753294123,23.431
"149",0.162870566248377,0.191727010078414,0.00182264118053185,23.074
"150",0.209582372715483,0.186044782422956,0.00195709649398241,21.716
"151",0.35142674068139,0.32439947757573,0.00213263884417001,22.702
"152",0.250140820999951,0.194714117753234,0.0016230026858369,24.28
"153",0.252724446523701,0.235107837673944,0.00220087127426229,21.364
"154",0.157093709727105,0.124758886635259,0.00190415352088338,21.359
"155",0.22829220804618,0.274590056392783,0.00209267885110364,20.883
"156",0.253450630447487,0.204746762179724,0.00180290971569254,21.829
"157",0.164627941658371,0.145656113766181,0.00214193957493441,25.32
"158",0.338074430975065,0.344320352939773,0.00182150853396619,23.276
"159",0.180262429425799,0.124213762453276,0.00171483295373942,22.44
"160",0.201889617505441,0.200574245278561,0.00191465971758387,22.737
"161",0.0250064118827331,0.0238894258843955,0.00189181482746139,23.133
"162",0.245321387156109,0.270636406186975,0.00162944184166271,24.672
"163",0.036725840445594,0.0712119084748898,0.00185088488731393,23.067
"164",0.267889897096063,0.318601922492095,0.00205016108245986,23.318
"165",0.040782360557905,0.104867984887424,0.00224313314376791,22.234
"166",0.254436220192233,0.225603716564627,0.00197179086686653,22.603
"167",0.0477369663719591,0.0148037461905855,0.00182308650364001,21.752
"168",0.131500440914771,0.166969784051272,0.0019144150593948,21.471
"169",0.249341507330461,0.279651405411425,0.00213365205845017,22.059
"170",0.175324288120118,0.139114096598593,0.0020918005570097,22.003
"171",0.146990631394255,0.106971912478156,0.00209922852240551,22.901
"172",0.181373394029691,0.208168086775163,0.00210197023373184,22.809
"173",0.22826265158904,0.212075739871421,0.0020188918099356,22.813
"174",0.020675305894636,0.0648002920681891,0.00175916633718297,22.738
"175",0.183692378492976,0.217837991244996,0.00206616909085328,24.842
"176",0.196082793539382,0.129842112316762,0.00198966434112799,22.824
"177",0.0731171999699804,0.0647286207651284,0.00190093608921551,22.01
"178",0.252859314611478,0.220822247916075,0.00198598349999643,23.282
"179",0.204094346304333,0.223085472403626,0.00220042632473036,21.402
"180",0.14897226868404,0.121036705488314,0.00184735057348663,23.193
"181",0.296289201961792,0.269664550848829,0.00229289586325507,22.104
"182",0.111268333879042,0.0621679554008282,0.00179537844651078,22.152
"183",0.293148109703917,0.238438121541052,0.00171848843780647,20.248
"184",0.191408365550481,0.152071466087349,0.00199677146701231,20.458
"185",0.231152509602592,0.154314661324388,0.00187307433601857,23.865
"186",0.0867247980987577,0.0287955609013244,0.00214019100025135,24.308
"187",0.104051828682052,0.178518114660618,0.00161885862299712,25.807
"188",0.149279850869609,0.150209389431644,0.00203450931648341,23.946
"189",0.0422030335787173,0.115384879312163,0.00225190747545369,24.727
"190",0.38073212854395,0.381943902293741,0.00169998992386673,23.641
"191",0.124084413502933,0.0107307757386637,0.00205380254013421,22.66
"192",0.127542925115647,0.087372281689959,0.00181765439002412,25.545
"193",0.222160252270194,0.193090491211402,0.0018154253608259,25.397
"194",0.251384285141626,0.183908379878198,0.00208272766702591,25.432
"195",0.145653398297988,0.0639462860404987,0.00189244466517441,23.434
"196",0.237422878165091,0.218342054326164,0.00172855150741254,21.7760000000001
"197",0.368375935801269,0.322538212520947,0.00179216266644437,22.503
"198",0.116518275416549,0.116820521903654,0.00209700643287846,20.212
"199",0.105323160427104,0.118936297113619,0.00234824889340307,21.537
"200",0.170081672266285,0.158559136136295,0.00202870522987245,23.247
"201",0.33535227170157,0.34618519318584,0.0019815494767872,23.56
"202",0.224486942935207,0.216230887049998,0.00196884461508613,23.976
"203",0.191139663639219,0.147897316009214,0.00175404632927148,23.915
"204",0.0771582744269996,0.102262893276341,0.00189477760388765,23.037
"205",0.37040303869197,0.33244956693144,0.00182626152624461,24.576
"206",0.1910315796758,0.131734300935258,0.00173352400707128,24.308
"207",0.0542800317030791,0.0820827184147629,0.00209550573518921,24.202
"208",0.152443141008445,0.158039415434452,0.00186130193279512,25.515
"209",0.319016232220381,0.278855209658135,0.00186567173677234,22.904
"210",0.24343259811105,0.224645580271662,0.0020252980647764,21.573
"211",0.11189871253286,0.107066908362965,0.00188787697541746,21.197
"212",0.20420079677172,0.23162797204884,0.00215997080920845,20.179
"213",0.24386889023748,0.236167926484381,0.00207303404073714,21.984
"214",0.203727051192378,0.135849742265042,0.00160866258859567,25.43
"215",0.149940509166325,0.130887133940381,0.00196583461100481,21.691
"216",0.274552641369157,0.293762359696765,0.00195769658914058,23.967
"217",0.11593253086643,0.0958536932231555,0.00219373989077507,23.055
"218",0.152763281277473,0.0699191504340344,0.00193715666890265,22.778
"219",0.122367271383137,0.142599943382606,0.0019449120867909,22.378
"220",0.230789154625246,0.21381847422976,0.00219818157814636,21.742
"221",0.231960062600245,0.209985213655832,0.00188210634409731,23.84
"222",0.109920053254956,0.114924138965406,0.00182366155768255,22.644
"223",0.20802621896255,0.218934929835691,0.00190026200619828,23.57
"224",0.150817157959361,0.187363528618946,0.00192495335507503,22.502
"225",0.20204003183817,0.274629490975485,0.00174041993799099,21.51
"226",0.170484076448621,0.172487813071041,0.00178234156019274,22.311
"227",0.241976397703734,0.210961810840195,0.00201810470617751,23.789
"228",0.189078475339216,0.159249281887894,0.00209461372698203,23.326
"229",0.26457209899982,0.248674851278902,0.00181730540565891,23.988
"230",0.0928688105027312,0.07528634580603,0.00182672715020979,22.202
"231",0.165897526240052,0.188944154475987,0.00217378656043591,22.027
"232",0.131549401746742,0.12662816086526,0.00191843261300231,21.357
"233",0.0728233190926039,0.0345626265512191,0.00202754987634344,21.264
"234",0.114185718285868,0.0893909334942939,0.00176958078738655,23.633
"235",0.285595464844796,0.282512685913547,0.00196237510439957,21.418
"236",0.142538927979103,0.0736101536995424,0.0020010186117793,21.485
"237",0.31004360491371,0.249948224337202,0.00190466632679771,21.331
"238",0.299616611741978,0.25805824872616,0.00206229307757789,21.481
"239",0.126973828612047,0.157010734383107,0.00204258054523955,20.489
