"","acc","acc.RC","penG","penE","subset","comptimes"
"1",0.215501476497738,0.219356104448358,0.0020068160252923,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",3.575
"2",0.18303940389787,0.179971093223584,0.00231558979494285,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",1.951
"3",0.187497953777538,0.167364461235985,0.0022882395235519,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",1.765
"4",0.0812047272257516,0.139548629629313,0.00212814379677588,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",1.911
"5",0.293584026365966,0.263826235745593,0.00194307997692474,6.47409586147421e-09,"F3-F4-F5-F6",1.608
"6",0.178136066591176,0.243775043460116,0.00229449557044359,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.041
"7",0.268252619713206,0.269194758204492,0.00219605199774512,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.073
"8",0.303766137565778,0.301161868101891,0.00239484628882755,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.405
"9",0.17265819403176,0.170925805908782,0.00228199175626736,6.47409586147421e-09,"F1-F2-F4-F5-F6",1.74799999999999
"10",0.258857777218783,0.24030260988429,0.00241546518269196,6.47409586147421e-09,"F2-F3-F4-F5-F6",1.837
"11",0.342359515726386,0.278504230613804,0.00199590082409976,6.47409586147421e-09,"F2-F3-F4-F5-F6",1.795
"12",0.302324424515019,0.272727163678008,0.00242962335886843,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.539
"13",0.260803988524995,0.284511194370936,0.00212885160354276,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.09399999999999
"14",0.22547530751609,0.283871749834623,0.00212642347451936,6.47409586147421e-09,"F1-F2-F3-F4-F6",1.908
"15",0.236974648431849,0.255462413397523,0.0020762130426033,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.277
"16",0.192283276925816,0.229267026043182,0.00208241550165238,6.47409586147421e-09,"F1-F2-F4-F5-F6",1.91500000000002
"17",0.209663462589363,0.157471464707359,0.0021699980314767,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.28800000000001
"18",0.178198965117048,0.219225756197244,0.00223112290094489,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.429
"19",0.139000977082887,0.176540420241183,0.00249011316346564,6.47409586147421e-09,"F1-F2-F3-F5-F6",2.14100000000002
"20",0.362135567476515,0.303685593384794,0.00241957843723393,6.47409586147421e-09,"F2-F3-F4-F5-F6",1.85599999999999
"21",0.285126152770992,0.268519622058009,0.00229755085682415,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.96000000000001
"22",0.214172651593876,0.228319492798582,0.00219712367432321,6.47409586147421e-09,"F1-F2-F4-F5",1.643
"23",0.293681500701742,0.298701298670647,0.00220124701166243,6.47409586147421e-09,"F2-F3-F4-F5-F6",1.89399999999998
"24",0.218093430259021,0.220038886697963,0.00239603961022533,6.47409586147421e-09,"F1-F2-F3-F4-F5-F6",2.559
